,question,answer
43,101 4567 782 8038 5344 5682 4606 7564 6369 3466 3389 102,101 2642 5442 1139 4385 4706 4413 4960 1139 510 4706 4702 1905 1139 4385 3840 5344 5682 5514 4289 510 4493 5635 6228 1213 1358 2938 3198 8024 2418 2496 1350 3198 2218 1278 511 2218 1278 3198 8024 1278 4495 7674 1044 833 2456 6379 2642 5442 6822 6121 860 3419 3466 3389 8024 722 1400 1265 7741 6117 2382 6226 510 7755 7767 5301 5528 2110 3466 3389 510 5299 5302 1265 2110 3381 5682 3466 3389 8024 1398 3198 1377 5543 2456 6379 2642 5442 976 100 5296 510 100 510 100 3466 3389 8024 3187 1059 6716 4635 6117 4567 4568 4307 5442 1377 809 6822 6121 4567 4415 3833 3466 4802 6402 8024 6820 1377 6822 6121 1048 4554 2110 3466 3389 1469 5301 5528 6890 837 2110 1350 1146 2094 4495 4289 2110 3466 3389 511 102
44,101 4567 782 8038 523 1355 4567 1333 1728 524 818 862 886 4658 5579 7474 5549 3837 1139 4658 5579 679 4517 2772 1358 7349 4638 1728 5162 8024 1772 1377 5636 2768 4658 5579 7474 5549 4595 6117 8024 1469 4511 2094 4685 3683 8024 1967 2595 4658 5579 2542 4384 1762 6237 1189 2110 8024 2542 4384 1220 1213 2110 1469 1213 2110 3175 7481 3300 2523 1920 4638 679 1398 8024 3221 3211 754 2501 2768 4658 5579 4595 6117 4638 1825 4794 511 671 510 6237 1189 2110 1728 5162 1957 2595 4658 5579 2542 4384 4638 4294 4157 8024 712 6206 3221 7474 5549 3144 7030 1872 1914 1469 3354 6863 5946 2483 511 4658 5579 4638 704 5023 7474 5549 1963 2094 2151 7474 5549 8024 7346 6887 7474 5549 1469 1317 2338 7474 5549 8024 671 5663 3221 10282 3340 7474 5549 845 7390 671 3340 1398 1399 1220 5549 8024 1317 2338 7474 5549 4493 5635 1377 1914 6809 126 10709 3340 8024 2501 2768 5913 4307 7474 5549 690 8024 2482 3289 1762 2094 2151 860 697 904 1400 3175 8024 4684 1168 2124 102,101 4658 5579 3910 6117 5341 1394 2519 102
45,101 4567 782 8038 4801 5554 5606 678 5555 5514 671 5663 7564 1400 102,101 4801 5554 5606 678 5555 5514 4638 7564 1400 1357 1104 754 4567 2658 4638 698 7028 4923 2428 680 4567 1359 3797 1350 4638 5745 1741 511 1920 5554 7266 3178 4638 4801 5554 5606 678 5555 5514 8024 4507 754 2797 3318 1905 4415 6772 7410 8024 2792 809 7564 1400 6772 2345 511 4507 754 679 3171 1139 4385 1392 4905 3173 4638 510 3291 1217 3300 3126 4638 2834 4495 5162 809 1350 100 1469 100 3466 3389 1762 707 2414 677 4638 2418 4500 8024 886 3315 4567 4638 7564 1400 3300 749 3209 3227 4638 3121 1587 511 102
46,101 4567 782 8038 3173 4495 1036 4495 4415 2595 7942 4561 1825 3315 4567 1728 102,101 122 510 5519 5273 5162 4495 2768 1914 8020 122 8021 5273 5301 5528 4788 1776 1914 8038 5522 1036 1762 2151 1079 1905 754 856 3709 4384 1862 8024 5273 5301 5528 807 985 2595 1872 1914 8024 852 2195 1462 4764 8024 1139 4495 1400 6117 3709 1419 7030 1872 7770 8024 6814 1914 4638 5273 5301 5528 6158 6813 6862 4788 1776 511 8020 123 8021 3178 6662 5519 5273 5162 3341 3975 1914 511 8020 124 8021 6117 5273 5162 1217 3709 6998 1419 7030 7770 8038 1762 4495 1400 128 1921 1079 1419 7030 7770 8024 772 4495 5519 5273 5162 4638 4052 1213 1920 511 123 510 5498 1216 5543 679 2768 4225 8020 122 8021 5498 3029 1357 5519 5273 5162 5543 1213 2345 8038 5498 5301 5528 1079 100 510 100 6028 4635 1419 7030 679 6639 8024 886 5498 2190 5519 5273 5162 3029 1357 679 6639 511 8020 123 8021 5498 5310 1394 5519 5273 5162 1216 5543 2345 8038 5498 1079 5868 5843 5131 7010 7000 6760 4919 6998 1419 7030 856 684 3833 1213 679 6639 102
47,101 4567 782 8038 1305 3694 5511 1718 6001 4567 3780 4545 1333 1156 102,101 1057 7368 1159 3309 2418 5314 750 2642 5442 4685 2418 4638 2190 4568 3118 2898 3780 4545 8024 4937 2137 2642 5442 4638 4567 2658 8024 3121 1587 4568 4307 8039 2521 6402 3171 3209 4802 1400 8024 1377 7151 2190 2595 4638 6822 6121 2834 5826 3780 4545 511 2382 4500 4638 5790 4289 3300 1908 3175 4841 5542 4508 1679 1539 8020 100 118 100 8021 510 1613 800 100 510 1046 3360 7450 5162 118 843 3710 1614 510 4508 3709 5718 1578 118 3710 5738 100 510 676 4508 3289 3763 5023 5790 4289 511 712 6206 679 5679 1353 2418 3300 4649 4562 510 1355 4178 510 7755 7767 2829 1169 510 5498 5513 1216 5543 2938 2154 510 7770 7188 6117 5273 6028 4635 6117 4568 5023 511 1724 3705 1383 7000 7159 1366 3302 1377 809 6912 1048 7755 7767 2829 1169 511 102
48,101 4567 782 8038 100 1798 1048 4554 3678 5301 5528 2595 3900 2349 5593 4567 4565 4567 2137 721 102,101 100 1798 1048 4554 3678 5301 5528 2595 3900 2349 5593 4567 8020 10481 12924 8609 8204 13177 8317 13252 9085 9570 10241 9133 11486 8179 8021 3221 671 4905 680 5632 6716 1048 4554 3300 1068 4638 3900 2349 3678 5301 5528 6814 2428 1872 3658 2792 5636 4638 7770 1048 4554 1353 2418 4307 2578 4565 4567 511 3315 4567 1914 1355 4495 754 704 5439 2399 8024 707 2414 6134 4385 711 2593 2595 6822 6121 2595 1059 6716 3900 2349 5310 5514 1920 8024 5498 5569 5514 1920 8024 2400 3300 4519 2170 510 4668 3731 510 1059 6716 679 6844 510 726 1213 5023 4568 4307 511 4680 1184 671 5663 712 2476 4500 5131 4649 6574 4080 5162 3780 4545 8024 1377 1762 4764 3309 1079 3119 1168 5679 1962 3126 3362 511 1963 4545 3126 679 881 8024 1377 1217 4500 1265 4545 8024 2139 4500 2207 1177 7030 1048 4554 2829 1169 1177 511 102
49,101 4567 782 8038 1094 4307 1220 5549 5114 3416 4801 1265 2595 2552 5552 4567 4568 4307 2600 6835 102,101 6956 1146 1094 2552 4567 1377 3187 3209 3227 4568 4307 6134 4385 8024 1315 7391 1280 1798 2772 3187 4568 4307 2595 1094 2552 4567 511 3300 4568 4307 5442 8024 2382 6134 4385 711 5541 4578 8020 2552 5319 4578 8021 510 2552 2654 510 1461 1429 2593 914 5023 8024 2382 4507 860 1213 1227 1220 510 2658 5328 4080 1220 510 7653 7608 510 2170 1107 510 1429 4170 5023 6430 1355 511 102
50,101 4567 782 8038 4549 4565 5513 4567 7028 6206 2990 7008 102,101 4549 4565 5513 4567 2642 5442 671 2137 6206 3193 3309 6822 6121 2834 4549 3780 4545 8024 6912 1048 5513 5552 2938 2154 1217 7028 2772 679 1377 3780 2689 511 102
51,101 4567 782 8038 5519 1718 5052 5341 1394 2519 860 3419 3466 3389 102,101 1278 4495 1044 833 6225 2175 2642 5442 4649 5502 510 7945 5606 3221 1415 3300 7942 3381 8024 4197 1400 2190 2642 5442 4638 5592 6956 6822 6121 6239 6402 3466 3389 8024 3466 3389 3221 1415 3300 1327 4578 510 1353 6663 4578 510 5491 5165 2476 5023 6134 4385 511 3466 3389 3198 4507 2340 678 5592 2458 1993 8024 6847 3198 7151 3175 1403 6822 6121 3466 3389 8024 2797 2958 5165 6585 5592 1880 8024 7390 1461 1429 6817 1220 5445 677 678 6629 826 511 3315 4567 5519 1718 1277 1377 3300 1327 4578 2772 1371 1140 4578 8024 1355 868 3309 981 1377 2811 1350 5514 1920 4638 5519 1718 511 102
52,101 4567 782 8038 5592 5500 3765 4548 7564 7344 2974 3177 102,101 4680 1184 3257 3198 6820 3766 3300 3175 3791 1377 809 2130 1059 7564 7344 4548 8024 852 1377 809 6858 6814 6444 4415 7650 7608 1469 4495 3833 739 2679 1121 2208 4548 4638 1355 4495 7599 7372 8038 122 510 1075 2768 5679 1962 4638 7650 7608 1469 4495 3833 739 2679 8024 6912 1048 912 4908 4638 1355 4495 511 1728 711 912 4908 680 4548 4638 1355 4567 3300 2166 1147 1068 5143 511 123 510 679 6206 2853 4170 8024 4916 3353 3780 4545 1527 1596 1469 2714 2595 3698 5052 4142 511 1353 1908 1495 1644 1377 809 1872 1217 5592 5579 1079 1327 1213 8024 6821 3416 2159 3211 2471 1355 4548 8024 4294 1166 3221 5439 2399 782 511 124 510 7564 7344 1184 1154 5593 5503 1920 511 1184 1154 5593 5503 1920 8024 886 2533 2961 2228 1737 7410 8024 6821 3416 2218 1872 1217 749 5592 1079 1327 1213 8024 914 2768 749 4548 3698 4638 1355 4495 511 125 510 1217 2487 5592 5491 7248 4159 8024 1872 2487 5592 1880 5491 5489 1213 7030 8024 1377 809 7564 7344 4548 4638 1355 4495 102
53,101 4567 782 8038 5517 2737 2147 5790 4289 3780 4545 102,101 122 510 2829 1169 5517 7000 1146 3789 5790 4289 8020 122 8021 100 1358 860 2888 2834 1177 8038 4545 3126 1962 8024 4500 5790 3175 912 8024 817 3419 6844 704 8024 7270 3309 886 4500 679 5679 1353 2418 2208 511 2382 4500 5790 4289 3300 3791 5811 3296 672 510 2225 2799 3296 672 510 7440 2225 3296 672 5023 511 8020 123 8021 3705 4895 2094 3808 2829 1169 1177 8020 100 8021 8038 2829 7000 868 4500 2487 511 2382 4500 5790 4289 3300 1952 5401 2861 1539 510 7440 6564 2861 1539 510 3803 2805 2861 1539 5023 511 123 510 5517 7945 5606 924 2844 5790 1377 809 3300 3126 924 2844 5517 7945 5606 511 2382 4500 5790 4289 3300 100 1177 510 4800 5131 7199 510 4823 7000 7250 5023 511 124 510 5517 1220 1213 914 6822 1177 1377 1872 2487 5517 6107 1220 8024 914 6822 5517 2961 4958 511 2382 4500 5790 4289 3300 4508 3709 3714 3249 5542 510 1914 4050 4989 6993 510 5811 3763 2553 1164 5023 511 102
54,101 4567 782 8038 1366 2397 4568 1391 784 720 5790 3126 3362 1962 8043 102,101 1366 2397 4568 711 1914 4905 1728 5162 2471 6629 4638 1366 5579 2382 6224 4568 4307 8024 3221 671 4905 5632 6230 4568 4307 8024 1377 7023 4500 5790 4289 3341 5353 6237 4568 4307 511 3780 4545 4638 2382 4500 5790 4289 1259 2886 8038 122 8024 3688 3362 5712 7676 4822 8038 1377 914 6822 1552 3890 1146 3789 510 2190 3780 4545 1366 2397 3300 5679 1962 3126 3362 8024 1377 4500 754 2397 4246 5341 1394 4568 1469 3123 4545 2471 6629 4638 1366 2397 4568 511 123 8024 6205 5335 5401 3360 8038 1377 914 6822 1912 1146 3789 5593 4638 1146 3789 8024 6858 2382 4500 754 2397 4246 5341 1394 4568 2471 6629 4638 1366 2397 4568 511 124 8024 1063 1456 1765 7942 709 8038 2247 754 704 5790 1169 1177 8024 2190 1366 2397 4568 3300 671 2137 4545 3126 511 7370 677 6835 5790 4289 3780 4545 1912 8024 6820 1377 7023 4500 7151 4132 3780 4545 8024 7151 4132 5543 1872 1217 1366 2397 4568 2642 5442 4638 1552 3890 1146 3789 8024 3227 5865 1121 6768 1366 102
55,101 4567 782 8038 1352 4685 7397 4809 2552 4415 2844 4415 102,101 2642 5442 3189 2382 6206 2226 7030 924 2898 2398 4937 2552 2578 8024 6912 1048 3775 700 2772 4193 5991 5023 3867 3353 2658 5328 8024 2553 6206 3198 1377 6858 6814 1420 7509 727 5023 3175 3791 6822 6121 5632 2769 3123 3351 511 1398 3198 2157 2247 738 6206 1914 1068 2552 510 7373 845 2642 5442 2400 5314 750 1071 3118 2898 8024 2376 1221 2642 5442 5353 6237 679 5679 2658 5328 8024 7961 1225 2642 5442 3633 4802 7481 2190 4565 4567 8024 3409 4989 3780 4545 928 2552 8024 4916 3353 6981 1394 3780 4545 511 102
56,101 4567 782 8038 1317 2338 2768 4225 4535 5522 4606 4565 4567 2137 721 102,101 1317 2338 2768 4225 4535 5522 4606 8020 9622 11704 8282 8332 11686 8139 8205 8174 157 8786 8449 8021 1348 4917 1317 2338 5679 2595 4535 5522 4606 8024 6629 3975 754 1072 3300 1059 5543 1146 1265 4638 4495 3658 5301 5528 8024 1071 2768 1146 1259 1419 3300 1912 5524 2231 510 704 5524 2231 1350 1079 5524 2231 5310 3354 511 4606 1079 1377 3300 3779 5544 510 3688 1355 510 4280 7976 510 7755 6574 5023 5299 5302 511 2768 4225 1718 2595 4535 5522 4606 2626 1359 4372 123 110 172 125 110 8024 1914 6224 754 5318 5307 1400 1967 1957 511 6421 4565 4567 671 5663 7023 4500 2797 3318 3780 4545 511 102
57,101 4567 782 8038 6117 2207 3352 1872 1914 4568 7564 6369 3466 3389 102,101 2496 2642 5442 1139 4385 726 1213 510 4558 1227 510 679 3209 1333 1728 1139 6117 3198 8024 7444 6206 1350 3198 1278 7368 2218 6402 511 1278 4495 7674 1044 833 2190 2642 5442 6822 6121 860 3419 3466 3389 8024 722 1400 6206 6822 6121 2141 6117 2382 6226 510 6117 3864 4275 510 7755 7767 3466 3389 510 1825 1728 3466 3389 510 5301 5528 6890 837 2110 3466 3389 5023 2141 7741 2147 3466 3389 511 6820 7444 6206 955 1221 5592 6956 100 6631 2772 100 8024 1161 3171 3300 3187 5569 5514 1920 511 2553 6206 3198 1377 976 5301 5528 6890 837 2110 3466 3389 2961 7370 1071 800 2714 2595 7767 5143 4565 4567 511 102
58,101 4567 782 8038 1333 1355 2595 3297 2382 6224 8024 711 1044 1921 2595 5598 5537 6783 2228 5052 4480 5606 3322 1169 679 1059 8024 1259 2886 1044 1921 2595 5598 5537 5111 5606 678 6783 2228 5052 6814 4764 2772 3717 2398 855 510 6783 2228 5052 2458 1366 2460 2382 510 5598 5537 676 6235 5491 5299 5302 1359 5946 510 3187 1213 8024 100 8024 161 7494 1044 1921 2460 2382 5023 511 8251 110 4638 4567 891 711 5598 5537 6873 2228 5491 1216 5543 2460 2382 2792 5636 1353 3837 511 4567 4415 4495 4415 1355 4567 3322 1169 8038 100 4638 1355 4567 3322 1169 4680 1184 793 3313 7331 3209 8024 100 2471 6629 5513 2938 2154 1377 5543 3221 1914 1728 5162 2792 5636 511 5826 2228 2228 3890 1353 3837 2828 5301 5826 2372 1168 5513 1079 8024 5513 5299 5302 2938 2154 6371 711 3221 4684 2970 909 4306 4638 1400 3362 511 2228 1220 1213 2110 3121 1359 4507 754 6783 2228 5052 1366 1439 7824 1366 4307 8024 1353 102,101 1333 1355 2595 5598 5537 6783 2228 5052 6819 3837 102
59,101 4567 782 8038 4294 1355 754 4997 2399 4638 2658 5328 7397 4809 1962 1355 782 5408 102,101 2157 3184 704 3300 2768 1447 2642 3300 4193 5991 4568 5023 5125 4868 4565 4567 4638 1036 4997 1355 4567 7599 7372 7770 511 3300 5519 2207 510 898 6609 5023 702 2595 4294 2519 4638 1036 4997 738 1377 5543 3300 6772 7770 4638 1355 4567 7599 7372 511 102
60,101 1071 2124 1399 4917 8038 4706 4713 4649 5502 2474 5353 4568 102,101 4706 4713 3351 2474 4568 102
61,101 6890 837 2595 8038 2607 2587 2595 4193 5991 7397 4809 102,101 1469 6890 837 3300 1068 102
62,101 4567 782 8038 3918 5555 4557 4567 7650 7608 2456 6379 102,101 122 510 809 3926 3909 510 3211 3867 1265 7650 7608 711 712 8024 809 5489 5102 510 6028 5102 510 3173 7831 3717 3362 510 1959 5102 5023 7770 6028 4635 510 7770 4178 7030 510 7770 5335 4495 5162 7608 4289 711 712 511 123 510 1914 7608 3173 7831 3717 3362 5922 5831 511 124 510 7961 1225 6822 7608 8024 679 5543 1728 711 4563 4578 2512 1510 7608 3617 2218 679 1391 7649 511 102
63,101 4567 782 8038 3837 7965 3873 2218 1278 1114 1906 102,101 122 510 2990 1184 7564 5276 2899 1384 8024 2400 3025 2372 6716 819 6395 510 1278 924 1305 510 2218 1278 1305 5023 511 123 510 924 2898 7965 6956 4638 3926 3815 8024 3175 912 1278 4495 6225 2175 7965 6956 2658 1105 511 124 510 2218 6402 1184 7444 6206 2372 5291 2353 2772 2797 5322 8024 1350 3198 3926 4415 7965 6956 1146 3789 4289 511 125 510 5735 6818 3309 3300 2218 6402 5307 1325 8024 6435 3025 2372 4685 1068 4567 1325 510 3466 3389 2845 1440 510 1265 7741 1296 5023 511 126 510 6818 3309 5735 3302 4500 671 763 5790 4289 3341 5353 6237 4568 4307 8024 1377 3025 2372 5790 4665 511 127 510 1377 2128 2961 2157 2247 7373 1398 2218 1278 511 128 510 2642 5442 1377 2990 1184 1114 1906 2682 6206 1486 6418 4638 7309 7579 3926 1296 511 102
64,101 4567 782 8038 6228 5381 5606 1146 3118 1220 5549 7349 1853 7564 7344 102,101 3315 4567 680 1059 6716 6117 5052 4565 4567 3300 1068 8024 2418 3800 2692 2971 1169 7770 6117 1327 510 1220 5549 4801 1265 8024 6912 1048 2658 5328 4080 1220 8024 4706 6956 2797 3318 704 1469 3318 1400 3800 2692 2971 1169 4706 1327 8024 1350 3198 1355 4385 1350 3198 1905 4415 511 102
65,101 4567 782 8038 1044 1921 2595 5511 1220 7474 5549 4600 1355 4567 4372 102,101 1044 1921 2595 5511 1220 7474 5549 4600 3221 671 4905 2208 6224 4638 5511 6956 6117 5052 2595 4567 1359 8024 3300 707 2414 2845 6887 1071 1355 4567 4372 711 123 120 8108 172 124 120 8108 511 102
66,101 4567 782 8038 837 3381 2595 3900 2349 5301 5528 1872 1914 4568 2218 6402 4906 2147 102,101 122 510 2642 5442 1914 711 1036 4997 8024 1377 2218 6402 754 1036 4906 511 123 510 2768 782 2642 5442 1377 754 2697 3381 2595 4565 4567 4906 2218 6402 511 133 106 118 118 138 8898 106 100 140 118 118 135 102
67,101 4567 782 8038 7481 5682 1355 7942 2844 4415 1333 1156 102,101 122 510 7650 7608 2844 4415 7650 7608 1772 6130 8024 5852 1075 1291 6444 8024 5498 4567 2642 5442 6206 6905 1278 1671 7361 1169 5544 5505 510 6028 4635 6574 4638 3029 1057 8024 1914 1391 3173 7831 3717 3362 5922 5831 8024 4916 3353 2770 4170 4881 6983 511 123 510 4649 5502 2844 4415 2190 754 1139 4385 4649 5502 4601 4573 5442 2418 3800 2692 4649 5502 3926 3815 8024 3680 1921 4500 3946 3717 3819 3861 2772 3092 3861 8024 1147 1257 3014 2831 511 3800 2692 7344 3235 8024 1121 2208 4649 5502 3274 7463 1762 5166 1912 5296 4638 3198 7313 511 124 510 4495 3833 2844 4415 6226 2526 868 2622 8024 924 6395 1041 6639 4638 4717 4697 8024 6912 1048 4228 1915 511 1227 6871 5310 1394 8024 6844 2496 1872 1217 860 5509 7248 4159 8024 3300 1221 754 1872 2487 860 6574 8024 2990 7770 3322 860 1048 4554 1213 511 102
68,101 4567 782 8038 2048 2405 1036 1798 7471 1045 4706 3780 4545 1333 1156 102,101 2048 2405 1036 1798 7471 1045 4706 671 3190 6402 3171 8024 2418 2226 3193 2797 3318 3780 4545 511 4507 754 5790 4289 3780 4545 4638 3681 1199 868 4500 8024 671 5663 679 6822 6121 7270 3309 5790 4289 3780 4545 8024 1914 886 4500 5790 4289 6822 6121 868 4764 3309 4638 6814 3941 3780 4545 511 102
69,101 1962 1355 782 5408 8038 5533 5578 678 5468 1394 1184 6956 1146 4895 102,101 4680 1184 3257 3187 2542 6395 1278 2110 6395 2945 3227 4850 6421 4565 4567 1962 1355 754 3378 671 782 5408 511 102
70,101 4567 782 8038 1333 1355 2595 7308 6235 1798 7471 1045 4706 5739 3152 1399 4917 102,101 9470 13028 8449 9064 10098 12847 8470 8813 9101 9096 9479 8139 102
71,101 4567 782 8038 5143 5606 1872 4495 2595 5513 2207 4413 5513 4142 3837 6121 4567 2110 102,101 5143 5606 1872 4495 2595 5513 2207 4413 5513 4142 1762 2769 1744 1355 4567 4372 7770 8024 5276 1304 1333 1355 2595 5513 4567 5341 1394 2519 4638 8114 110 8024 3227 5865 7770 754 6205 3175 1744 2157 511 3315 4567 4511 2595 1914 754 1957 2595 8024 1962 1355 754 7471 2208 2399 511 102
72,101 4567 782 8038 1391 4638 2829 6944 4638 5790 749 8024 6963 671 3299 1914 749 3766 3300 1962 6760 102,101 2834 2829 6944 5790 671 5663 7444 6206 8115 1921 1355 2916 3683 6772 1962 4638 868 4500 511 1963 3362 872 3780 4545 749 8114 1921 3766 3300 818 862 1962 6760 8024 7444 6206 2940 5790 8024 1963 3362 3300 6956 1146 1962 6760 8024 1377 809 1762 2128 1059 4638 5745 1741 1872 1217 5790 7030 511 1369 1912 8024 679 4761 6887 2829 6944 4568 4638 6402 3171 3221 1415 5125 4868 4906 1278 4495 976 1139 4638 8043 1963 3362 679 3221 8024 3300 7444 6206 2823 5125 4868 4906 1278 4495 6402 3171 511 1728 711 8024 1372 3300 6402 3171 3633 4802 8024 3780 4545 2798 1377 5543 3300 3126 511 102
73,101 4567 782 8038 5310 5499 2737 2147 4567 7028 6206 2990 7008 102,101 5310 5499 2737 2147 4567 1963 3362 845 1355 2737 2147 4142 1469 2737 2147 1139 6117 5023 2400 1355 4568 8024 1377 2193 5636 6436 1963 828 1046 510 1920 1139 6117 5023 2593 4568 8024 2418 4916 3353 3780 4545 511 102
74,101 4567 782 8038 772 1400 5341 1394 2519 2512 1008 2110 3466 3389 102,101 6631 1898 510 100 510 4828 1066 2920 3466 3389 5543 1916 2190 2697 3381 2501 2768 4638 4142 2595 1259 1779 510 5555 5514 8024 976 1139 2137 855 1350 2137 2595 6402 3171 8024 6820 1377 809 749 6237 2094 2151 1920 2207 510 2151 5579 3300 3187 3655 4522 4289 510 2094 2151 1147 1366 2689 1394 1350 1147 1366 1453 1741 6117 5514 5023 2658 1105 511 102
75,101 4567 782 8038 3299 5307 679 6444 4568 4307 102,101 5307 3309 2207 5592 1785 4578 510 5307 3309 2990 1184 510 3299 5307 1453 3309 3121 1359 510 5307 3309 1184 1400 2207 5592 1785 4578 510 5307 3309 2972 6826 510 3299 5307 7030 1914 510 3299 5307 1355 7946 510 5307 3309 2454 7270 510 3299 5307 6117 1779 6814 1914 510 3059 6842 2595 1139 6117 102
76,101 4567 782 8038 2593 2595 5544 5505 4649 5502 4801 1265 4568 2218 1278 1114 1906 102,101 122 510 2990 1184 7564 5276 2899 1384 8024 2400 3025 2372 6716 819 6395 510 1278 924 1305 510 2218 1278 1305 5023 511 123 510 1377 5543 833 6822 6121 3683 6772 1059 7481 4638 860 3419 3466 3389 8024 2456 6379 4959 4708 3175 912 4959 5564 4638 6132 4289 511 124 510 5735 6818 3309 3300 2218 6402 5307 1325 8024 6435 3025 2372 4685 1068 4567 1325 510 3466 3389 2845 1440 510 1265 7741 1296 5023 511 125 510 6818 3309 5735 3302 4500 671 763 5790 4289 3341 5353 6237 4568 4307 8024 1377 3025 2372 5790 4665 511 126 510 1377 2128 2961 2157 2247 7373 1398 2218 1278 511 127 510 2642 5442 1377 2990 1184 1114 1906 2682 6206 1486 6418 4638 7309 7579 3926 1296 511 102
77,101 4567 782 8038 4706 2419 3569 3425 5273 3157 3519 6835 102,101 4706 2419 3569 3425 5273 3157 8020 9575 11202 8118 9537 11329 10451 8179 11334 8404 8021 3221 2900 1728 4706 2419 1220 5549 6117 6817 704 3171 8024 1762 4706 2419 3466 3389 678 1377 4692 1168 6228 5381 5606 1400 3353 6956 1139 4385 2477 4035 2595 4129 4635 5682 3717 5514 8024 4706 2419 7942 3157 704 2552 1138 1905 1762 1453 1741 4129 4635 5682 3717 5514 1277 4638 7373 6137 678 8024 1439 4385 7008 4680 4638 100 3569 3425 5273 3157 100 511 102
78,101 4567 782 8038 5522 5848 679 7270 5790 4289 3780 4545 102,101 122 510 837 5320 3175 1177 8020 122 8021 3698 6117 5994 2483 6395 8038 5522 1039 7650 511 2382 4500 704 5790 3300 782 1346 510 4635 3318 510 4147 4491 5770 510 2496 2495 510 4635 5693 510 4225 1765 7942 510 3336 815 510 7357 4649 5023 511 8020 123 8021 5569 5513 679 6639 6395 8038 2195 5522 709 1394 1724 1409 2094 3739 511 2382 4500 704 5790 3300 5832 692 2094 510 3433 2164 4495 510 7350 5540 510 5330 3171 510 1054 1346 510 4635 3318 5023 511 8020 124 8021 6117 4178 6395 8038 924 7346 4203 511 2382 4500 704 5790 3300 4495 1765 510 4225 1765 510 5693 5790 510 2255 5790 510 2335 5330 3171 510 7942 5702 510 7942 3377 510 4495 4491 5770 5023 511 8020 125 8021 6117 4595 6395 8038 3424 3363 5758 5725 709 1394 2195 5522 709 511 2382 4500 704 5790 3300 6619 5693 510 5758 5725 510 3424 3363 510 4285 710 4649 510 3425 785 5023 511 123 510 704 2768 5790 2382 4500 3780 4545 5522 5848 102
79,101 4567 782 8038 3867 1265 6887 4325 4962 1073 1798 6134 4385 102,101 3867 1265 6887 4325 4962 3418 2945 679 1398 4638 4567 1728 1377 845 3300 1353 1908 677 5592 6956 679 6844 510 6822 6121 2595 1411 1498 1737 7410 510 1411 1498 4578 510 3837 3870 510 111 8400 132 2626 2552 510 1445 1402 510 3867 4607 3187 1213 8024 5852 1075 679 5679 510 6577 6117 5023 4568 4307 511 102
